Query	Reference	Cosine_sim
Signature.A	SBS1	0.198033451410629
Signature.A	SBS2	0.146734695015651
Signature.A	SBS3	0.840133062581924
Signature.A	SBS4	0.490301128428629
Signature.A	SBS5	0.808829195342748
Signature.A	SBS6	0.346446588245723
Signature.A	SBS7a	0.247150453169438
Signature.A	SBS7b	0.304012145502619
Signature.A	SBS7c	0.304838671544144
Signature.A	SBS7d	0.261182401417968
Signature.A	SBS8	0.582585805955129
Signature.A	SBS9	0.641450841612945
Signature.A	SBS10a	0.156115824480288
Signature.A	SBS10b	0.230762290048788
Signature.A	SBS10c	0.433801746161943
Signature.A	SBS10d	0.235906172848714
Signature.A	SBS11	0.325113356062592
Signature.A	SBS12	0.4598358486381
Signature.A	SBS13	0.267638105407047
Signature.A	SBS14	0.256723367691156
Signature.A	SBS15	0.302513173075777
Signature.A	SBS16	0.40534204173083
Signature.A	SBS17a	0.184750259958401
Signature.A	SBS17b	0.2140401406168
Signature.A	SBS18	0.424234498903485
Signature.A	SBS19	0.324081144226965
Signature.A	SBS20	0.316784273906185
Signature.A	SBS21	0.323403254041167
Signature.A	SBS22a	0.349768075355674
Signature.A	SBS22b	0.455556452571685
Signature.A	SBS23	0.316319439661269
Signature.A	SBS24	0.456924107562663
Signature.A	SBS25	0.734980558343499
Signature.A	SBS26	0.458232808918437
Signature.A	SBS27	0.292510501981872
Signature.A	SBS28	0.205627619870139
Signature.A	SBS29	0.407176305259937
Signature.A	SBS30	0.375875206755128
Signature.A	SBS31	0.401427601346707
Signature.A	SBS32	0.426006176767124
Signature.A	SBS33	0.239318577892549
Signature.A	SBS34	0.235438837513623
Signature.A	SBS35	0.469153120833598
Signature.A	SBS36	0.333780533436697
Signature.A	SBS37	0.552033326505578
Signature.A	SBS38	0.188055970677697
Signature.A	SBS39	0.692069105364154
Signature.A	SBS40a	0.736209314205729
Signature.A	SBS40b	0.770209524542441
Signature.A	SBS40c	0.802725067779049
Signature.A	SBS41	0.544363584861765
Signature.A	SBS42	0.491740245721008
Signature.A	SBS43	0.304199854270453
Signature.A	SBS44	0.484841475516219
Signature.A	SBS45	0.230482592711323
Signature.A	SBS46	0.489786759714949
Signature.A	SBS47	0.359925135007613
Signature.A	SBS48	0.104981760735717
Signature.A	SBS49	0.131016903207027
Signature.A	SBS50	0.388773861152437
Signature.A	SBS51	0.396657880636921
Signature.A	SBS52	0.199326189142987
Signature.A	SBS53	0.234972639805982
Signature.A	SBS54	0.31487473129521
Signature.A	SBS55	0.277215514949102
Signature.A	SBS56	0.220362410722477
Signature.A	SBS57	0.394723842061638
Signature.A	SBS58	0.450441567780999
Signature.A	SBS59	0.159967227705309
Signature.A	SBS60	0.12268454775574
Signature.A	SBS84	0.418293286972334
Signature.A	SBS85	0.456492005514474
Signature.A	SBS86	0.444400768897221
Signature.A	SBS87	0.375283619230547
Signature.A	SBS88	0.411736786343295
Signature.A	SBS89	0.738536352643608
Signature.A	SBS90	0.248334680484617
Signature.A	SBS91	0.200420505985055
Signature.A	SBS92	0.659785240387257
Signature.A	SBS93	0.610646167063084
Signature.A	SBS94	0.606517331822141
Signature.A	SBS95	0.506826215031162
Signature.A	SBS96	0.684277128429573
Signature.A	SBS97	0.246340243336537
Signature.A	SBS98	0.470606061314766
Signature.A	SBS99	0.50767324537163
Signature.B	SBS1	0.198417146697076
Signature.B	SBS2	0.148668905684788
Signature.B	SBS3	0.840017433414345
Signature.B	SBS4	0.492125122629167
Signature.B	SBS5	0.808542344770107
Signature.B	SBS6	0.344976241907581
Signature.B	SBS7a	0.249734181608927
Signature.B	SBS7b	0.306239532914531
Signature.B	SBS7c	0.303512946474154
Signature.B	SBS7d	0.260256913191331
Signature.B	SBS8	0.583798166043653
Signature.B	SBS9	0.640884768310057
Signature.B	SBS10a	0.156369016169202
Signature.B	SBS10b	0.231697796851079
Signature.B	SBS10c	0.434769988033711
Signature.B	SBS10d	0.236823553255326
Signature.B	SBS11	0.326648356484214
Signature.B	SBS12	0.458876350430013
Signature.B	SBS13	0.265235832015399
Signature.B	SBS14	0.257544802396919
Signature.B	SBS15	0.301938710804196
Signature.B	SBS16	0.40525620100907
Signature.B	SBS17a	0.18531097217333
Signature.B	SBS17b	0.214881337732857
Signature.B	SBS18	0.426293998430317
Signature.B	SBS19	0.323578096331299
Signature.B	SBS20	0.316402504856329
Signature.B	SBS21	0.321921097993421
Signature.B	SBS22a	0.350272869586869
Signature.B	SBS22b	0.454815532853154
Signature.B	SBS23	0.315270649763692
Signature.B	SBS24	0.458288781585159
Signature.B	SBS25	0.736223541758273
Signature.B	SBS26	0.458592881730069
Signature.B	SBS27	0.2912884654912
Signature.B	SBS28	0.20707583662648
Signature.B	SBS29	0.409027725063844
Signature.B	SBS30	0.375415777071606
Signature.B	SBS31	0.402668541564503
Signature.B	SBS32	0.426466595284975
Signature.B	SBS33	0.239408366621198
Signature.B	SBS34	0.235070552542197
Signature.B	SBS35	0.470215892276131
Signature.B	SBS36	0.336083808831585
Signature.B	SBS37	0.551901879237408
Signature.B	SBS38	0.188379148471182
Signature.B	SBS39	0.69114139602416
Signature.B	SBS40a	0.736980328754086
Signature.B	SBS40b	0.770666839671269
Signature.B	SBS40c	0.803200854432024
Signature.B	SBS41	0.542951144906169
Signature.B	SBS42	0.49073872069309
Signature.B	SBS43	0.305652446735966
Signature.B	SBS44	0.482564106523437
Signature.B	SBS45	0.231718207070133
Signature.B	SBS46	0.489159306381896
Signature.B	SBS47	0.360458050387808
Signature.B	SBS48	0.105177006503753
Signature.B	SBS49	0.132141963177842
Signature.B	SBS50	0.38978748226998
Signature.B	SBS51	0.396940341234368
Signature.B	SBS52	0.200925325659649
Signature.B	SBS53	0.234801517481679
Signature.B	SBS54	0.317018432646756
Signature.B	SBS55	0.278952366840302
Signature.B	SBS56	0.221145379599674
Signature.B	SBS57	0.394795315815293
Signature.B	SBS58	0.451492583227541
Signature.B	SBS59	0.161227793807291
Signature.B	SBS60	0.123771384187749
Signature.B	SBS84	0.415081340584252
Signature.B	SBS85	0.455203340110486
Signature.B	SBS86	0.443201896020131
Signature.B	SBS87	0.375507976016939
Signature.B	SBS88	0.409905818738122
Signature.B	SBS89	0.737992775072059
Signature.B	SBS90	0.246043942814686
