Query	Reference	Cosine_sim
Signature.A	SBS1	0.421647712835427
Signature.A	SBS2	0.265382811901386
Signature.A	SBS3	0.790710541779624
Signature.A	SBS4	0.588396028281692
Signature.A	SBS5	0.782634286214855
Signature.A	SBS6	0.452226616977754
Signature.A	SBS7a	0.306154912016656
Signature.A	SBS7c	0.358009116509319
Signature.A	SBS8	0.743116855460137
Signature.A	SBS9	0.559263038524383
Signature.A	SBS10a	0.283300804969266
Signature.A	SBS10d	0.346514939121223
Signature.A	SBS11	0.36470450939517
Signature.A	SBS12	0.522861305874223
Signature.A	SBS13	0.360442230856338
Signature.A	SBS14	0.520993804733205
Signature.A	SBS15	0.391275911591835
Signature.A	SBS16	0.582811407604813
Signature.A	SBS17	0.407309510981945
Signature.A	SBS17a	0.429856490715947
Signature.A	SBS18	0.552451216105005
Signature.A	SBS19	0.352799895986304
Signature.A	SBS20	0.493414750806624
Signature.A	SBS22	0.416073118568988
Signature.A	SBS23	0.562318977056954
Signature.A	SBS24	0.46447186715468
Signature.A	SBS26	0.579198478122054
Signature.A	SBS28	0.497096373388376
Signature.A	SBS30	0.44888475099469
Signature.A	SBS31	0.438364485029561
Signature.A	SBS32	0.503603756982834
Signature.A	SBS33	0.324445630593497
Signature.A	SBS35	0.668068779615611
Signature.A	SBS38	0.291812685565355
Signature.A	SBS44	0.613566537283421
Signature.A	SBS52	0.295936079369053
Signature.A	SBS53	0.509269353121317
Signature.A	SBS57	0.442430271845562
Signature.A	SBS84	0.58616904822871
Signature.A	SBS87	0.324100257011125
Signature.A	SBS88	0.497900861581899
Signature.A	SBS90	0.383308755625842
Signature.A	SBS92	0.697841879934565
Signature.A	SBS93	0.617789720325191
Signature.A	SBS94	0.422827476077924
Signature.A	SBS95	0.350273229910635
Signature.A	SBS96	0.222526601700673
Signature.A	SBS97	0.517236597197635
Signature.A	SBS98	0.546795065423883
Signature.A	SBS99	0.522499608372738
Signature.A	SBS100	0.507246313714496
Signature.A	SBS101	0.571870441796923
Signature.A	SBS102	0.674317768671509
Signature.A	SBS103	0.627483589987995
Signature.A	SBS104	0.283741156555755
Signature.A	SBS105	0.434901670825615
Signature.A	SBS106	0.464438984153524
Signature.A	SBS107	0.642527531150131
Signature.A	SBS108	0.391669495933955
Signature.A	SBS109	0.394340497097234
Signature.A	SBS110	0.772758808577812
Signature.A	SBS111	0.624894986861838
Signature.A	SBS112	0.564068846954812
Signature.A	SBS113	0.57792487860345
Signature.A	SBS114	0.550593135786953
Signature.A	SBS115	0.305159254848668
Signature.A	SBS116	0.448997877281034
Signature.A	SBS117	0.757171861031132
Signature.A	SBS118	0.600292489508168
Signature.A	SBS119	0.52387506480078
Signature.A	SBS120	0.719379155029804
Signature.A	SBS121	0.514555687254174
Signature.A	SBS122	0.686335813739403
Signature.A	SBS123	0.586122189907639
Signature.A	SBS124	0.697410882006113
Signature.A	SBS125	0.863920216399933
Signature.A	SBS126	0.822959747265936
Signature.A	SBS127	0.780519704426696
Signature.A	SBS128	0.558054891578568
Signature.A	SBS129	0.224616118743244
