	Signature A	Signature B	Signature C	Signature D
CATD343a	0.251017047787014	0.249066348218799	0.253525277999753	0.246391325994434
CATD336a	0.250575650105799	0.253616054574141	0.246566521461153	0.249241773858907
CATD0547a	0.249332525233659	0.250334073327317	0.250490092679841	0.249843308759183
CATD0558a	0.250603808068363	0.250397142753271	0.251186462266487	0.247812586911878
CATD337a	0.249467217079325	0.249811135409036	0.251125683242151	0.249595964269488
CATD331a	0.247989921993533	0.249514703433042	0.250386805566233	0.252108569007192
CATD0550a	0.250722405230053	0.248016107859378	0.249741723884111	0.251519763026458
CATD334a	0.249288807155736	0.250295452412994	0.250878362389347	0.249537378041923
CATD0557a	0.249681355797681	0.249289518784294	0.248941608262701	0.252087517155325
CATD0540a	0.250309038326564	0.25057400896693	0.24940058715426	0.249716365552247
CATD344a	0.249251060201718	0.250691830078566	0.249998306540979	0.250058803178737
CATD0545a	0.250318409739099	0.250381123671336	0.248098208501841	0.251202258087724
CATD0554a	0.251327923462423	0.250399222139637	0.247817461747531	0.250455392650409
CATD0541a	0.250206888233707	0.249829403371764	0.250869891651075	0.249093816743455
CATD0556a	0.249600887699313	0.250879478808145	0.250348578602576	0.249171054889966
CATD335a	0.248301202772542	0.250002667386671	0.251196350825987	0.2504997790148
CATD0546a	0.249948750841739	0.249452862412734	0.251231170273259	0.249367216472268
CATD0542a	0.248989081969482	0.249831852345263	0.251702972117259	0.249476093567996
CATD338a	0.248773320609762	0.248196261116675	0.250257852432806	0.252772565840757
CATD332a	0.25107763920168	0.249203006476604	0.249151021100296	0.25056833322142
CATD339a	0.24959100969465	0.251020398043675	0.250161198014519	0.249227394247157
CATD0555a	0.24841533594044	0.250760890662383	0.24930362049453	0.251520152902647
CATD0551a	0.250517772717351	0.24746869281839	0.250897680833048	0.251115853631212
CATD345a	0.250089912218727	0.250929032376077	0.251501070524518	0.247479984880678
