	Signature A	Signature B	Signature C	Signature D
CATD0414a	0.251221366870059	0.246536645591533	0.250209747839229	0.252032239699179
CATD0105a	0.249646550198598	0.250317202625137	0.249672622113418	0.250363625062847
CATD189a	0.251566325178347	0.25052186895027	0.247653716034661	0.250258089836722
CATD0090a	0.252377912253995	0.249270339979062	0.250903705211511	0.247448042555432
CATD0088a	0.248478593613006	0.249711641006993	0.250952606590308	0.250857158789694
CATD0102a	0.249832024374118	0.248818924784865	0.24986968222245	0.251479368618567
CATD0400a	0.249260093197842	0.250662029740797	0.250403227142288	0.249674649919073
CATD0095a	0.248675584204215	0.251964311542332	0.249865566722123	0.24949453753133
CATD0087a	0.249294006306368	0.250239785238906	0.25191255324466	0.248553655210066
CATD0410a	0.250544168335576	0.250871069303448	0.250767692846663	0.247817069514313
CATD0101a	0.249381412212791	0.251583280949	0.249626297131572	0.249409009706636
CATD0100a	0.250511961581061	0.249044851554373	0.251240505038307	0.249202681826259
CATD0118a	0.253067844505918	0.253905995401787	0.244115702977907	0.248910457114388
CATD0108a	0.249594725175437	0.248504112594122	0.250946727999478	0.250954434230962
CATD0082a	0.250764506155187	0.247682602745713	0.249787874538848	0.251765016560252
CATD0106a	0.251053600287607	0.250547835507002	0.248458979148622	0.249939585056769
CATD0107a	0.250931911051466	0.250316890990297	0.249836473724867	0.24891472423337
CATD0097a	0.249410250715509	0.248827278133173	0.251512203837159	0.250250267314159
CATD0112a	0.251820975535016	0.248716707416801	0.249754344751197	0.249707972296986
CATD0412a	0.248451959095574	0.250659568850895	0.249690114582566	0.251198357470966
CATD0110a	0.248352424958545	0.250382848402074	0.252266576481376	0.248998150158005
CATD0117a	0.249898095763959	0.250046868373297	0.25046623716879	0.249588798693955
CATD0084a	0.249226194028666	0.25097614094587	0.25012858138673	0.249669083638734
CATD0081a	0.248534822560767	0.248628312275152	0.251826837984383	0.251010027179698
CATD0092a	0.248649720573793	0.250034438419321	0.251019662280877	0.250296178726009
CATD0111a	0.250016762371116	0.250360362413272	0.248197795390499	0.251425079825112
CATD0114a	0.249067079864	0.248349577625791	0.250443143131368	0.252140199378842
CATD0103a	0.247234780854732	0.248571362954674	0.254108370878008	0.250085485312586
CATD0099a	0.250916972947148	0.249508932692845	0.250039355535748	0.249534738824259
CATD0091a	0.250613369022255	0.249323112490938	0.250434654919394	0.249628863567413
CATD0086a	0.249971879986726	0.250287607616892	0.249405874534555	0.250334637861827
CATD0405a	0.247278150071207	0.251108246918125	0.250621212177523	0.250992390833146
CATD188a	0.249934342824406	0.248088483729549	0.250399034531649	0.251578138914395
CATD0401a	0.250955407868663	0.251273331248596	0.245466735639898	0.252304525242844
CATD0096a	0.247950337249513	0.250668540745297	0.250390676851253	0.250990445153937
CATD0411a	0.251644548908784	0.250345142784013	0.247444779437229	0.250565528869974
CATD0113a	0.248704698872879	0.251699321591422	0.25047705097237	0.249118928563329
CATD0403a	0.252660222219306	0.24983270836271	0.248032741517692	0.249474327900292
CATD0085a	0.251476796982896	0.248970153097704	0.250060033692135	0.249493016227266
CATD190a	0.249708984726287	0.247460269039675	0.250815759321115	0.252014986912922
CATD0109a	0.250727004918516	0.24945534631166	0.249866487266511	0.249951161503313
CATD0415a	0.250565381719134	0.248395705995608	0.250838328419615	0.250200583865644
CATD191a	0.25034764184029	0.250693733715398	0.249429171870393	0.24952945257392
CATD0093a	0.249284084590649	0.249365470446243	0.251772715136838	0.24957772982627
CATD0407a	0.247986954998163	0.251752085275125	0.250872520785081	0.249388438941631
CATD0413a	0.249512189913356	0.249267321488388	0.249393251795808	0.251827236802449
CATD0104a	0.249854990903422	0.249489968706814	0.250830501854194	0.24982453853557
CATD0409a	0.249292054893685	0.2526713489785	0.247916409592828	0.250120186534987
CATD0116a	0.248756703863584	0.250592663325622	0.250060512080619	0.250590120730175
CATD0406a	0.249401193489298	0.24939100915233	0.249638783014334	0.251569014344038
CATD0089a	0.250548093065683	0.249479525074618	0.249790673256343	0.250181708603357
CATD0115a	0.251570544465302	0.249608849200233	0.24810006492679	0.250720541407675
CATD0098a	0.249040355735074	0.249675001779571	0.250326058843653	0.250958583641702
CATD0402a	0.251381118943286	0.25056560165753	0.24801215180485	0.250041127594335
CATD0404a	0.250144385605393	0.249417176614305	0.250664941661067	0.249773496119235
CATD0408a	0.248623071051076	0.249875169016645	0.251830010755606	0.249671749176673
