	Signature A	Signature B	Signature C
CATD292a	0.970887996995674	0.0103837015553661	0.0187283014489604
CATD0653a	0.011884083391218	0.976063925716582	0.0120519908922004
CATD294a	0.0144154116936488	0.970734296230853	0.0148502920754984
CATD283a	0.592566608569103	0.105517012387743	0.301916379043154
CATD0645a	0.198491828816707	0.545025347576057	0.256482823607236
CATD0670a	0.274309964921464	0.362672292382837	0.363017742695699
CATD0650a	0.366536328219424	0.211130632935822	0.422333038844754
CATD289a	0.355624374824227	0.23318256351171	0.411193061664063
CATD0144a	0.31730204839726	0.163966862559377	0.518731089043363
CATD293a	0.270529371918654	0.29925789781433	0.430212730267015
CATD0668a	0.227878518635281	0.513191191285762	0.258930290078957
CATD0146a	0.341227086786401	0.209105777793248	0.449667135420351
CATD0641a	0.309317422724636	0.342746540071912	0.347936037203453
CATD0143a	0.29844909741493	0.24271363091855	0.45883727166652
CATD0632a	0.318654799508471	0.30408769020478	0.377257510286749
CATD0633a	0.293425771788764	0.239234003068989	0.467340225142248
CATD0157a	0.290921398143538	0.241905900246045	0.467172701610416
CATD0147a	0.365264309651388	0.305309347489864	0.329426342858748
CATD0145a	0.260492510730015	0.189465527217944	0.550041962052041
CATD0159a	0.461623711478357	0.134596959365403	0.40377932915624
CATD0148a	0.344727267203613	0.317394876439329	0.337877856357059
CATD0153a	0.35322553824916	0.306097794323339	0.340676667427501
CATD0635a	0.401792432949593	0.240235889692792	0.357971677357615
CATD0646a	0.341250663347375	0.308999200531645	0.34975013612098
CATD295a	0.355254401054604	0.219155834793527	0.425589764151868
CATD290a	0.267347594768423	0.460125713150872	0.272526692080705
CATD0142a	0.287397419526232	0.426957690069994	0.285644890403774
CATD291a	0.344817288467414	0.259819857817805	0.395362853714781
CATD284a	0.303650289392332	0.214477694957774	0.481872015649894
CATD0150a	0.328857311431265	0.240434421314029	0.430708267254706
CATD0156a	0.307917149517671	0.247343055835297	0.444739794647032
CATD0154a	0.357752684709477	0.284807655982318	0.357439659308205
CATD0651a	0.297724418794036	0.359675850021802	0.342599731184162
CATD0152a	0.316813827886559	0.33840595562817	0.344780216485271
CATD0644a	0.35716212368167	0.284418555902425	0.358419320415905
