	Signature A	Signature B	Signature C	Signature D
CATD0507a	0.249839923284122	0.251309558172128	0.247974561718137	0.250875956825613
CATD0500a	0.232234420279931	0.243800150051095	0.249042091202431	0.274923338466542
CATD0467a	0.249080645541217	0.249412491109996	0.251194540445729	0.250312322903058
CATD0698a	0.249013603050521	0.252288096451517	0.250526261119928	0.248172039378033
CATD0480a	0.248549737338247	0.249308042416978	0.25072946067358	0.251412759571195
CATD0491a	0.249801701601979	0.250520659705701	0.249606874628466	0.250070764063854
CATD0689a	0.249272161767651	0.25081715745056	0.250864945280241	0.249045735501549
CATD0740a	0.250805889477659	0.248956983795377	0.249075495265847	0.251161631461117
CATD0701a	0.249919362025109	0.249894694710314	0.2498716111386	0.250314332125977
CATD0495a	0.249905318243974	0.249806988751907	0.249853772194592	0.250433920809527
CATD0702a	0.249956454871678	0.250796146462188	0.25148068494648	0.247766713719653
CATD0505a	0.252371462582253	0.252256207335414	0.247858283870231	0.247514046212102
CATD0482a	0.250163403439395	0.25090464952654	0.247542271491404	0.251389675542661
CATD0694a	0.253224541655342	0.249272376925934	0.248086451000737	0.249416630417987
CATD0499a	0.251624100456587	0.249029027387159	0.250813129056074	0.24853374310018
CATD0504a	0.250883679493982	0.248587374638961	0.251366544473413	0.249162401393644
CATD0700a	0.251576225406276	0.250890736543782	0.249979390693086	0.247553647356855
CATD0469a	0.249696734389246	0.252153415538753	0.249373978887667	0.248775871184334
CATD0468a	0.249574577439733	0.249499744982508	0.249408278688191	0.251517398889567
CATD0691a	0.250363180479703	0.251437810517574	0.249745224476059	0.248453784526664
CATD0479a	0.250816231942181	0.249462490258441	0.249309797076855	0.250411480722524
CATD0688a	0.250387255358096	0.249386748418961	0.251222175252443	0.249003820970501
CATD0494a	0.250153211509294	0.249692285381864	0.249637390711618	0.250517112397223
CATD0742a	0.249374998821057	0.250614160519149	0.249534299902053	0.250476540757741
CATD0746a	0.25039097606937	0.248344601877079	0.251694149847859	0.249570272205692
CATD0745a	0.250535181914063	0.249446984924368	0.25009154304185	0.249926290119719
CATD0475a	0.251354219705566	0.2515905160865	0.247010890640083	0.250044373567851
CATD0503a	0.250994838494772	0.248587794974818	0.24810819718582	0.25230916934459
CATD0743a	0.2504163150534	0.247738593717265	0.25016800920447	0.251677082024865
CATD0737a	0.252503041419069	0.251140591261946	0.247717982226497	0.248638385092488
CATD0478a	0.251056148233887	0.250163509036667	0.250787880216273	0.247992462513174
CATD0488a	0.250740206896201	0.251614501786792	0.25018250681488	0.247462784502128
CATD0697a	0.251451674959411	0.249534084363266	0.247681268305995	0.251332972371329
CATD0485a	0.250864646991322	0.249351793416736	0.250906193525038	0.248877366066903
CATD0486a	0.2505549877906	0.25043851574975	0.24974260369731	0.24926389276234
CATD0487a	0.249007301896713	0.248658830738225	0.250090652809323	0.252243214555739
CATD0744a	0.251441286629483	0.251013057238498	0.249272978949087	0.248272677182931
CATD0471a	0.249826531140707	0.250331543606945	0.251292721018188	0.248549204234159
CATD0741a	0.250122145837043	0.24939960500326	0.249888599042581	0.250589650117117
CATD0739a	0.248224728011145	0.248599954767491	0.25125434193466	0.251920975286704
CATD0738a	0.251091069918153	0.249315189054662	0.249305065399976	0.250288675627209
CATD0692a	0.250728996202718	0.248232532632825	0.250189321469207	0.25084914969525
CATD0497a	0.248867533254764	0.248731048360159	0.250672786426907	0.251728631958169
CATD0498a	0.248715968397076	0.249420559159467	0.250117382094854	0.251746090348602
CATD0699a	0.250676276934079	0.251393295759399	0.248560273944885	0.249370153361637
CATD0695a	0.249546076232913	0.249527650070314	0.250184790698771	0.250741482998002
