Query	Reference	Cosine_sim
Signature.A	SBS1	0.399997137525148
Signature.A	SBS2	0.354361779791286
Signature.A	SBS3	0.787282591174155
Signature.A	SBS4	0.634617757389694
Signature.A	SBS5	0.792240825588284
Signature.A	SBS6	0.419435989008848
Signature.A	SBS7a	0.421611068194973
Signature.A	SBS7c	0.398000437906663
Signature.A	SBS8	0.748346961290838
Signature.A	SBS9	0.543119944643261
Signature.A	SBS10a	0.277552432963083
Signature.A	SBS10d	0.356386582580769
Signature.A	SBS11	0.470961806601824
Signature.A	SBS12	0.4905132398482
Signature.A	SBS13	0.389474366033545
Signature.A	SBS14	0.535782569380384
Signature.A	SBS15	0.3494180817227
Signature.A	SBS16	0.528680350779776
Signature.A	SBS17	0.363826912735056
Signature.A	SBS17a	0.423837786933246
Signature.A	SBS18	0.579161938986031
Signature.A	SBS19	0.385541356910647
Signature.A	SBS20	0.546560306124432
Signature.A	SBS22	0.39066944428635
Signature.A	SBS23	0.608767184539719
Signature.A	SBS24	0.468149666938095
Signature.A	SBS26	0.545650015189991
Signature.A	SBS28	0.449309972687415
Signature.A	SBS30	0.548289751946782
Signature.A	SBS31	0.555463095139434
Signature.A	SBS32	0.512903217730145
Signature.A	SBS33	0.343348843859868
Signature.A	SBS35	0.730796573953481
Signature.A	SBS38	0.338088162518695
Signature.A	SBS44	0.588107392850574
Signature.A	SBS52	0.30889957412989
Signature.A	SBS53	0.522823793897048
Signature.A	SBS57	0.430250348997452
Signature.A	SBS84	0.580449984854726
Signature.A	SBS87	0.290597890223984
Signature.A	SBS88	0.426150703909619
Signature.A	SBS90	0.321721682925946
Signature.A	SBS92	0.693707498430758
Signature.A	SBS93	0.598032520595771
Signature.A	SBS94	0.460603154410331
Signature.A	SBS95	0.321448231742744
Signature.A	SBS96	0.194685884478025
Signature.A	SBS97	0.457274382228895
Signature.A	SBS98	0.511396280601665
Signature.A	SBS99	0.601746045879917
Signature.A	SBS100	0.600810890856336
Signature.A	SBS101	0.609892137131839
Signature.A	SBS102	0.695227068654201
Signature.A	SBS103	0.620503048285612
Signature.A	SBS104	0.391616356742942
Signature.A	SBS105	0.406095939751883
Signature.A	SBS106	0.503572464084996
Signature.A	SBS107	0.679283686362865
Signature.A	SBS108	0.407031370002385
Signature.A	SBS109	0.419476208220228
Signature.A	SBS110	0.778768944831225
Signature.A	SBS111	0.657969731887076
Signature.A	SBS112	0.588233538078324
Signature.A	SBS113	0.543312449185444
Signature.A	SBS114	0.5602433264169
Signature.A	SBS115	0.31028874066867
Signature.A	SBS116	0.429909387091852
Signature.A	SBS117	0.719379108283329
Signature.A	SBS118	0.613995753158877
Signature.A	SBS119	0.4819878743885
Signature.A	SBS120	0.667301685880852
Signature.A	SBS121	0.486760835045796
Signature.A	SBS122	0.656350845175498
Signature.A	SBS123	0.550155303822876
Signature.A	SBS124	0.689269745292095
Signature.A	SBS125	0.858911651532475
Signature.A	SBS126	0.840635640886878
Signature.A	SBS127	0.771729994983022
Signature.A	SBS128	0.523001265041686
Signature.A	SBS129	0.289410011781645
