	Signature A	Signature B	Signature C
CATD343a	0.33321880365652	0.335560408990902	0.331220787352578
CATD336a	0.339179035464885	0.32903294520575	0.331788019329365
CATD0547a	0.332842495461302	0.332792727439496	0.334364777099202
CATD0558a	0.335432073318529	0.334687192968893	0.329880733712578
CATD337a	0.333776141412237	0.332893493110795	0.333330365476967
CATD331a	0.333088375990951	0.332500212998506	0.334411411010543
CATD0550a	0.331827983829358	0.333653254146264	0.334518762024377
CATD334a	0.331167562595773	0.332844068679824	0.335988368724403
CATD0557a	0.328610178090775	0.335903218663091	0.335486603246133
CATD0540a	0.33370253621668	0.334042723214266	0.332254740569054
CATD344a	0.333634555431629	0.332800223647569	0.333565220920802
CATD0545a	0.332412930315867	0.334629117555164	0.332957952128968
CATD0554a	0.333495489663645	0.333692813317526	0.332811697018829
CATD0541a	0.333377992268416	0.33263121655618	0.333990791175403
CATD0556a	0.331840854201315	0.332923865226415	0.33523528057227
CATD335a	0.33714301159661	0.331112322143507	0.331744666259883
CATD0546a	0.333041656427712	0.332510074578505	0.334448268993783
CATD0542a	0.331877272105683	0.334239716208998	0.333883011685318
CATD338a	0.332957491254927	0.332031899418477	0.335010609326596
CATD332a	0.333136298543869	0.332802035846983	0.334061665609149
CATD339a	0.332576792910662	0.332881075790743	0.334542131298595
CATD0555a	0.332992679901754	0.331586472769134	0.335420847329112
CATD0551a	0.331226005488109	0.33472611834289	0.334047876169001
CATD345a	0.334384664624787	0.333260130230088	0.332355205145125
