sample	object	object_index
CATD0444b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0444b/CATD0444b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0444b/CATD0444b.sample.dupmarked.bam.bai
CATD0445b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0445b/CATD0445b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0445b/CATD0445b.sample.dupmarked.bam.bai
CATD0446b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0446b/CATD0446b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0446b/CATD0446b.sample.dupmarked.bam.bai
CATD0447b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0447b/CATD0447b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0447b/CATD0447b.sample.dupmarked.bam.bai
CATD0448b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0448b/CATD0448b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0448b/CATD0448b.sample.dupmarked.bam.bai
CATD0449b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0449b/CATD0449b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0449b/CATD0449b.sample.dupmarked.bam.bai
CATD0450b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0450b/CATD0450b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0450b/CATD0450b.sample.dupmarked.bam.bai
CATD0451b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0451b/CATD0451b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0451b/CATD0451b.sample.dupmarked.bam.bai
CATD0452b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0452b/CATD0452b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0452b/CATD0452b.sample.dupmarked.bam.bai
CATD0453b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0453b/CATD0453b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0453b/CATD0453b.sample.dupmarked.bam.bai
CATD0454b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0454b/CATD0454b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0454b/CATD0454b.sample.dupmarked.bam.bai
CATD0455b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0455b/CATD0455b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0455b/CATD0455b.sample.dupmarked.bam.bai
CATD0456b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0456b/CATD0456b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0456b/CATD0456b.sample.dupmarked.bam.bai
CATD0457b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0457b/CATD0457b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0457b/CATD0457b.sample.dupmarked.bam.bai
CATD0458b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0458b/CATD0458b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0458b/CATD0458b.sample.dupmarked.bam.bai
CATD0459b	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0459b/CATD0459b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3073/CATD0459b/CATD0459b.sample.dupmarked.bam.bai
