Query	Reference	Cosine_sim
Signature.A	SBS1	0.431485539005705
Signature.A	SBS2	0.455983228244781
Signature.A	SBS3	0.663570746246796
Signature.A	SBS4	0.514899888132116
Signature.A	SBS5	0.773303956288123
Signature.A	SBS6	0.428208105743753
Signature.A	SBS7a	0.666839142237739
Signature.A	SBS7c	0.346479316323105
Signature.A	SBS8	0.621011222831743
Signature.A	SBS9	0.438881939354784
Signature.A	SBS10a	0.217266999784081
Signature.A	SBS10d	0.259701735959176
Signature.A	SBS11	0.529961248992102
Signature.A	SBS12	0.477791382709177
Signature.A	SBS13	0.315630566082844
Signature.A	SBS14	0.491380883487863
Signature.A	SBS15	0.33805899569436
Signature.A	SBS16	0.475283654636949
Signature.A	SBS17	0.30344308891499
Signature.A	SBS17a	0.3581065766478
Signature.A	SBS18	0.449448918038579
Signature.A	SBS19	0.418785456476062
Signature.A	SBS20	0.46247915073982
Signature.A	SBS22	0.303786271182361
Signature.A	SBS23	0.609859447145228
Signature.A	SBS24	0.380785330264426
Signature.A	SBS26	0.498059610856917
Signature.A	SBS28	0.399184013128237
Signature.A	SBS30	0.672769704957383
Signature.A	SBS31	0.433856850685041
Signature.A	SBS32	0.482277451995429
Signature.A	SBS33	0.288035422904094
Signature.A	SBS35	0.592258596411321
Signature.A	SBS38	0.288732369634148
Signature.A	SBS44	0.54157517976692
Signature.A	SBS52	0.238032596314756
Signature.A	SBS53	0.525222912487268
Signature.A	SBS57	0.41113628925966
Signature.A	SBS84	0.528222880707008
Signature.A	SBS87	0.302388109228971
Signature.A	SBS88	0.425646407643143
Signature.A	SBS90	0.247069953729482
Signature.A	SBS92	0.637992076920898
Signature.A	SBS93	0.504209955886377
Signature.A	SBS94	0.383934404148625
Signature.A	SBS95	0.354544522426818
Signature.A	SBS96	0.243948901063945
Signature.A	SBS97	0.419624787235646
Signature.A	SBS98	0.457614431885327
Signature.A	SBS99	0.51894479040223
Signature.A	SBS100	0.709185744800811
Signature.A	SBS101	0.645455800994897
Signature.A	SBS102	0.690935487452743
Signature.A	SBS103	0.582852450801802
Signature.A	SBS104	0.29478401789578
Signature.A	SBS105	0.364773124124278
Signature.A	SBS106	0.509694133048854
Signature.A	SBS107	0.588670759635456
Signature.A	SBS108	0.325381328438209
Signature.A	SBS109	0.31580436837599
Signature.A	SBS110	0.693861380847984
Signature.A	SBS111	0.576455206229228
Signature.A	SBS112	0.433427015060977
Signature.A	SBS113	0.429834978677026
Signature.A	SBS114	0.521460969617909
Signature.A	SBS115	0.244239855917317
Signature.A	SBS116	0.441113129393896
Signature.A	SBS117	0.588484835496407
Signature.A	SBS118	0.568303578649637
Signature.A	SBS119	0.439823253339706
Signature.A	SBS120	0.635862826976179
Signature.A	SBS121	0.393156128191027
