sample	object	object_index
CATD0081b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0081b/CATD0081b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0081b/CATD0081b.sample.dupmarked.bam.bai
CATD0082b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0082b/CATD0082b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0082b/CATD0082b.sample.dupmarked.bam.bai
CATD0084b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0084b/CATD0084b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0084b/CATD0084b.sample.dupmarked.bam.bai
CATD0085b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0085b/CATD0085b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0085b/CATD0085b.sample.dupmarked.bam.bai
CATD0086b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0086b/CATD0086b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0086b/CATD0086b.sample.dupmarked.bam.bai
CATD0087b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0087b/CATD0087b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0087b/CATD0087b.sample.dupmarked.bam.bai
CATD0088b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0088b/CATD0088b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0088b/CATD0088b.sample.dupmarked.bam.bai
CATD0089b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0089b/CATD0089b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0089b/CATD0089b.sample.dupmarked.bam.bai
CATD0090b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0090b/CATD0090b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0090b/CATD0090b.sample.dupmarked.bam.bai
CATD0091b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0091b/CATD0091b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0091b/CATD0091b.sample.dupmarked.bam.bai
CATD0092b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0092b/CATD0092b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0092b/CATD0092b.sample.dupmarked.bam.bai
CATD0093b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0093b/CATD0093b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0093b/CATD0093b.sample.dupmarked.bam.bai
CATD0094b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0094b/CATD0094b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0094b/CATD0094b.sample.dupmarked.bam.bai
CATD0095b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0095b/CATD0095b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0095b/CATD0095b.sample.dupmarked.bam.bai
CATD0096b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0096b/CATD0096b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0096b/CATD0096b.sample.dupmarked.bam.bai
CATD0097b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0097b/CATD0097b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0097b/CATD0097b.sample.dupmarked.bam.bai
CATD0098b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0098b/CATD0098b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0098b/CATD0098b.sample.dupmarked.bam.bai
CATD0099b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0099b/CATD0099b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0099b/CATD0099b.sample.dupmarked.bam.bai
CATD0100b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0100b/CATD0100b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0100b/CATD0100b.sample.dupmarked.bam.bai
CATD0101b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0101b/CATD0101b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0101b/CATD0101b.sample.dupmarked.bam.bai
CATD0102b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0102b/CATD0102b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0102b/CATD0102b.sample.dupmarked.bam.bai
CATD0103b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0103b/CATD0103b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0103b/CATD0103b.sample.dupmarked.bam.bai
CATD0104b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0104b/CATD0104b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0104b/CATD0104b.sample.dupmarked.bam.bai
CATD0105b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0105b/CATD0105b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0105b/CATD0105b.sample.dupmarked.bam.bai
CATD0106b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0106b/CATD0106b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0106b/CATD0106b.sample.dupmarked.bam.bai
CATD0107b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0107b/CATD0107b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0107b/CATD0107b.sample.dupmarked.bam.bai
CATD0108b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0108b/CATD0108b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0108b/CATD0108b.sample.dupmarked.bam.bai
CATD0109b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0109b/CATD0109b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0109b/CATD0109b.sample.dupmarked.bam.bai
CATD0110b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0110b/CATD0110b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0110b/CATD0110b.sample.dupmarked.bam.bai
CATD0111b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0111b/CATD0111b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0111b/CATD0111b.sample.dupmarked.bam.bai
CATD0112b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0112b/CATD0112b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0112b/CATD0112b.sample.dupmarked.bam.bai
CATD0113b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0113b/CATD0113b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0113b/CATD0113b.sample.dupmarked.bam.bai
CATD0114b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0114b/CATD0114b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0114b/CATD0114b.sample.dupmarked.bam.bai
CATD0115b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0115b/CATD0115b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0115b/CATD0115b.sample.dupmarked.bam.bai
CATD0116b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0116b/CATD0116b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0116b/CATD0116b.sample.dupmarked.bam.bai
CATD0117b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0117b/CATD0117b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0117b/CATD0117b.sample.dupmarked.bam.bai
CATD0118b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0118b/CATD0118b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0118b/CATD0118b.sample.dupmarked.bam.bai
CATD0400b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0400b/CATD0400b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0400b/CATD0400b.sample.dupmarked.bam.bai
CATD0401b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0401b/CATD0401b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0401b/CATD0401b.sample.dupmarked.bam.bai
CATD0402b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0402b/CATD0402b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0402b/CATD0402b.sample.dupmarked.bam.bai
CATD0403b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0403b/CATD0403b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0403b/CATD0403b.sample.dupmarked.bam.bai
CATD0404b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0404b/CATD0404b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0404b/CATD0404b.sample.dupmarked.bam.bai
CATD0405b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0405b/CATD0405b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0405b/CATD0405b.sample.dupmarked.bam.bai
CATD0406b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0406b/CATD0406b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0406b/CATD0406b.sample.dupmarked.bam.bai
CATD0407b	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0407b/CATD0407b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2711/CATD0407b/CATD0407b.sample.dupmarked.bam.bai
