Query	Reference	Cosine_sim
Signature.A	SBS1	0.175437515041109
Signature.A	SBS2	0.0910457040603572
Signature.A	SBS3	0.742537091941074
Signature.A	SBS4	0.355519988267258
Signature.A	SBS5	0.730566811896599
Signature.A	SBS6	0.222464221242321
Signature.A	SBS7a	0.152699561820881
Signature.A	SBS7b	0.186244174237275
Signature.A	SBS7c	0.21289735432082
Signature.A	SBS7d	0.389597957215267
Signature.A	SBS8	0.375891146364502
Signature.A	SBS9	0.515004165576783
Signature.A	SBS10a	0.0424482291962755
Signature.A	SBS10b	0.0791180451081182
Signature.A	SBS10c	0.280569619574186
Signature.A	SBS10d	0.084554865109218
Signature.A	SBS11	0.162356915286316
Signature.A	SBS12	0.634334047750777
Signature.A	SBS13	0.162631427557746
Signature.A	SBS14	0.181056221627704
Signature.A	SBS15	0.195476206712443
Signature.A	SBS16	0.410906807747612
Signature.A	SBS17a	0.307783384403305
Signature.A	SBS17b	0.122954058508715
Signature.A	SBS18	0.258703152144183
Signature.A	SBS19	0.175527368833887
Signature.A	SBS20	0.257255207553013
Signature.A	SBS21	0.47138582937366
Signature.A	SBS22a	0.244586466432985
Signature.A	SBS22b	0.301725789489873
Signature.A	SBS23	0.171109486769537
Signature.A	SBS24	0.311341023828132
Signature.A	SBS25	0.598462240356436
Signature.A	SBS26	0.64140736612697
Signature.A	SBS27	0.147703274224778
Signature.A	SBS28	0.0927801515715608
Signature.A	SBS29	0.27349347318375
Signature.A	SBS30	0.237839727299836
Signature.A	SBS31	0.298413294334925
Signature.A	SBS32	0.234988365436439
Signature.A	SBS33	0.405826389467561
Signature.A	SBS34	0.0755399939623082
Signature.A	SBS35	0.3290181864659
Signature.A	SBS36	0.171363305829015
Signature.A	SBS37	0.665461771887237
Signature.A	SBS38	0.178654119287347
Signature.A	SBS39	0.678533002248109
Signature.A	SBS40a	0.504496883450918
Signature.A	SBS40b	0.591901414144922
Signature.A	SBS40c	0.682621912641341
Signature.A	SBS41	0.389689236030389
Signature.A	SBS42	0.284801612304801
Signature.A	SBS43	0.329220440725444
Signature.A	SBS44	0.366076553271731
Signature.A	SBS45	0.185193714384384
Signature.A	SBS46	0.668215158010753
Signature.A	SBS47	0.176327652299361
Signature.A	SBS48	0.088036657626968
Signature.A	SBS49	0.130888999722134
Signature.A	SBS50	0.263387685270049
Signature.A	SBS51	0.307670704874573
Signature.A	SBS52	0.0901204320627436
Signature.A	SBS53	0.268913195594628
Signature.A	SBS54	0.459148658896018
Signature.A	SBS55	0.305746520553947
Signature.A	SBS56	0.0749723353068918
Signature.A	SBS57	0.345015484501041
Signature.A	SBS58	0.309299193342783
Signature.A	SBS59	0.136964348589237
Signature.A	SBS60	0.146077961955691
Signature.A	SBS84	0.25817737834165
Signature.A	SBS85	0.419477791307074
Signature.A	SBS86	0.444818068652706
Signature.A	SBS87	0.34583702322369
Signature.A	SBS88	0.401389009155257
Signature.A	SBS89	0.581474788656166
Signature.A	SBS90	0.0849896453140844
Signature.A	SBS91	0.0967977769806353
Signature.A	SBS92	0.581204389275584
Signature.A	SBS93	0.482220292177824
Signature.A	SBS94	0.508259357378518
Signature.A	SBS95	0.364832337454276
Signature.A	SBS96	0.593116949966379
Signature.A	SBS97	0.192901663711579
Signature.A	SBS98	0.497110634921407
Signature.A	SBS99	0.404889131227165
Signature.B	SBS1	0.124407633907591
Signature.B	SBS2	0.633963259735059
Signature.B	SBS3	0.489467960130618
Signature.B	SBS4	0.259073874134536
Signature.B	SBS5	0.592213385786131
Signature.B	SBS6	0.252738632139079
Signature.B	SBS7a	0.803233090935565
Signature.B	SBS7b	0.800301943249469
Signature.B	SBS7c	0.303391231788288
Signature.B	SBS7d	0.230976003156203
