	Signature A	Signature B	Signature C
CATD309a	0.0378746767858306	0.0343969610831691	0.927728362131
CATD319a	0.414815775862566	0.406231866343318	0.178952357794116
CATD310a	0.395770001926382	0.400994613440985	0.203235384632633
CATD297a	0.245562123918036	0.247453478918902	0.506984397163062
CATD312a	0.375876597564187	0.369673133116884	0.254450269318929
CATD323a	0.419627195220762	0.420928971563736	0.159443833215502
CATD314a	0.263479347160377	0.265131482810397	0.471389170029226
CATD329a	0.490951213440169	0.454922532688167	0.0541262538716642
CATD311a	0.385520191191489	0.382699316140709	0.231780492667803
CATD306a	0.394218359888683	0.400302127624242	0.205479512487075
CATD320a	0.351925059291799	0.346253112833951	0.30182182787425
CATD300a	0.440458146328959	0.441739645063864	0.117802208607177
CATD328a	0.375423828562132	0.363759151929054	0.260817019508814
CATD0674a	0.266057208576826	0.267410827174055	0.466531964249119
CATD318a	0.361734427498017	0.359610757032513	0.27865481546947
CATD301a	0.325181097996895	0.326848036632279	0.347970865370826
CATD308a	0.3121954329471	0.31179002430986	0.37601454274304
CATD296a	0.372063375686509	0.371840080438283	0.256096543875209
CATD0675a	0.353096133129643	0.350800265709805	0.296103601160552
CATD0676a	0.390777434703354	0.389184643803408	0.220037921493238
CATD326a	0.43125234236099	0.429454499160273	0.139293158478737
CATD0677a	0.352140201888807	0.35546584374499	0.292393954366203
CATD304a	0.303461420557402	0.301513807431307	0.395024772011291
CATD299a	0.372664559006737	0.372580175376029	0.254755265617234
CATD317a	0.351205201032902	0.356174787759289	0.292620011207809
CATD307a	0.354025853823952	0.353609673076192	0.292364473099857
CATD303a	0.250371334245589	0.248748567858638	0.500880097895773
