	Signature A	Signature B	Signature C	Signature D
CATD231a	0.250153537867319	0.250989355998817	0.250082530440141	0.248774575693722
CATD0716a	0.250927596967422	0.250384627905855	0.249707794171396	0.248979980955328
CATD217a	0.25070788162166	0.251447404932118	0.249219860523239	0.248624852922984
CATD227a	0.249028633817104	0.250670953805722	0.250578058976994	0.249722353400179
CATD0710a	0.250229102550462	0.24825529817287	0.250074587906767	0.251441011369901
CATD0717a	0.249459062668884	0.250652137604128	0.25026818011842	0.249620619608568
CATD242a	0.24952476555278	0.250432619839064	0.249564904703749	0.250477709904408
CATD0709a	0.250474883100105	0.249270223276943	0.251793591668946	0.248461301954006
CATD239a	0.251387295734859	0.250186679992237	0.24894230043952	0.249483723833384
CATD216a	0.250758425538788	0.248319394037274	0.249935050489851	0.250987129934086
CATD232a	0.251043264399045	0.250150945988788	0.24892533049562	0.249880459116546
CATD229a	0.250683769081224	0.250249190322788	0.24964296757722	0.249424073018768
CATD0712a	0.249709782918468	0.250612180832566	0.250959309696252	0.248718726552714
CATD226a	0.25189169477634	0.248639580189966	0.248427086776868	0.251041638256825
CATD0715a	0.250466399668011	0.251588709406725	0.249171361454021	0.248773529471243
CATD224a	0.249282827528399	0.250638071517102	0.250589688157347	0.249489412797151
CATD0561e	0.248678786073772	0.250988810092699	0.249704731546403	0.250627672287125
