	Signature A	Signature B	Signature C	Signature D
CATD0621a	0.25055236985873	0.25572621230878	0.24995022136435	0.243771196468139
CATD0463a	0.182356133995029	0.221335634051099	0.208733355657939	0.387574876295933
CATD0453a	0.252168263634252	0.24809929429952	0.250363733329969	0.249368708736258
CATD0450a	0.250806715386793	0.250912653415303	0.249519240977899	0.248761390220006
CATD0465a	0.172705948966486	0.224929284938666	0.210636182669228	0.391728583425621
CATD0458a	0.254117727621992	0.250868038030284	0.249707598097919	0.245306636249805
CATD0466a	0.250639346904128	0.248018649669665	0.25153841427334	0.249803589152867
CATD0454a	0.245977495074607	0.248513922702141	0.246947337188445	0.258561245034807
CATD0446a	0.249385139187278	0.247352931458856	0.251717524252345	0.251544405101521
CATD0451a	0.247238181000783	0.24943285165981	0.248465400681509	0.254863566657898
CATD0455a	0.248469543730105	0.249443284790656	0.249777944362634	0.252309227116605
CATD0457a	0.247559970545813	0.251816516321095	0.248557310798854	0.252066202334238
CATD0452a	0.249740437772668	0.249757498841049	0.248524263270714	0.251977800115569
CATD0447a	0.248611786760148	0.25026213884291	0.249013406186483	0.252112668210459
CATD0449a	0.243601026612059	0.253257535563605	0.249562734935519	0.253578702888816
CATD0617a	0.248337731147295	0.24786236197992	0.249280145881405	0.25451976099138
CATD0623a	0.24854034219432	0.250603233269132	0.250905246646143	0.249951177890406
CATD0456a	0.243802617434394	0.248785520125243	0.249379411878772	0.25803245056159
CATD0618a	0.26173996964429	0.250284950950807	0.250019202273352	0.237955877131551
CATD0624a	0.254746553566567	0.247808471643618	0.253160629909007	0.244284344880809
CATD0460a	0.254066539673391	0.249558210407943	0.250577005589407	0.245798244329259
CATD0448a	0.251484612979628	0.250114087111294	0.248186044066867	0.250215255842212
CATD0620a	0.25028925509504	0.250238596361462	0.250742438477193	0.248729710066306
CATD0461a	0.251956126642528	0.251399644703329	0.248643236559902	0.248000992094241
CATD0625a	0.246927175586463	0.24967962374726	0.247047253684571	0.256345946981706
CATD0619a	0.253712567888738	0.248985164241226	0.250387302844882	0.246914965025154
CATD0613a	0.246673058962723	0.248583500037787	0.249529401105513	0.255214039893977
CATD0464a	0.250182167813225	0.249961961442629	0.250672573936318	0.249183296807828
