sample	object	object_index
CATD0377b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0377b/CATD0377b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0377b/CATD0377b.sample.dupmarked.bam.bai
CATD0378b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0378b/CATD0378b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0378b/CATD0378b.sample.dupmarked.bam.bai
CATD0379b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0379b/CATD0379b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0379b/CATD0379b.sample.dupmarked.bam.bai
CATD0380b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0380b/CATD0380b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0380b/CATD0380b.sample.dupmarked.bam.bai
CATD0381b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0381b/CATD0381b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0381b/CATD0381b.sample.dupmarked.bam.bai
CATD0382b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0382b/CATD0382b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0382b/CATD0382b.sample.dupmarked.bam.bai
CATD0383b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0383b/CATD0383b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0383b/CATD0383b.sample.dupmarked.bam.bai
CATD0385b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0385b/CATD0385b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0385b/CATD0385b.sample.dupmarked.bam.bai
CATD0386b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0386b/CATD0386b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0386b/CATD0386b.sample.dupmarked.bam.bai
CATD0387b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0387b/CATD0387b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0387b/CATD0387b.sample.dupmarked.bam.bai
CATD0388b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0388b/CATD0388b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0388b/CATD0388b.sample.dupmarked.bam.bai
CATD0389b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0389b/CATD0389b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0389b/CATD0389b.sample.dupmarked.bam.bai
CATD0390b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0390b/CATD0390b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0390b/CATD0390b.sample.dupmarked.bam.bai
CATD0391b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0391b/CATD0391b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0391b/CATD0391b.sample.dupmarked.bam.bai
CATD0392b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0392b/CATD0392b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0392b/CATD0392b.sample.dupmarked.bam.bai
CATD0393b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0393b/CATD0393b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0393b/CATD0393b.sample.dupmarked.bam.bai
CATD0394b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0394b/CATD0394b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0394b/CATD0394b.sample.dupmarked.bam.bai
CATD0395b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0395b/CATD0395b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0395b/CATD0395b.sample.dupmarked.bam.bai
CATD0397b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0397b/CATD0397b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0397b/CATD0397b.sample.dupmarked.bam.bai
CATD0398b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0398b/CATD0398b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0398b/CATD0398b.sample.dupmarked.bam.bai
CATD0399b	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0399b/CATD0399b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/3064/CATD0399b/CATD0399b.sample.dupmarked.bam.bai
