sample	object	object_index
CATD0119b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0119b/CATD0119b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0119b/CATD0119b.sample.dupmarked.bam.bai
CATD0120b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0120b/CATD0120b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0120b/CATD0120b.sample.dupmarked.bam.bai
CATD0122b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0122b/CATD0122b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0122b/CATD0122b.sample.dupmarked.bam.bai
CATD0123b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0123b/CATD0123b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0123b/CATD0123b.sample.dupmarked.bam.bai
CATD0124b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0124b/CATD0124b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0124b/CATD0124b.sample.dupmarked.bam.bai
CATD0125b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0125b/CATD0125b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0125b/CATD0125b.sample.dupmarked.bam.bai
CATD0126b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0126b/CATD0126b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0126b/CATD0126b.sample.dupmarked.bam.bai
CATD0127b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0127b/CATD0127b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0127b/CATD0127b.sample.dupmarked.bam.bai
CATD0128b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0128b/CATD0128b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0128b/CATD0128b.sample.dupmarked.bam.bai
CATD0129b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0129b/CATD0129b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0129b/CATD0129b.sample.dupmarked.bam.bai
CATD0130b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0130b/CATD0130b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0130b/CATD0130b.sample.dupmarked.bam.bai
CATD0131b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0131b/CATD0131b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0131b/CATD0131b.sample.dupmarked.bam.bai
CATD0132b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0132b/CATD0132b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0132b/CATD0132b.sample.dupmarked.bam.bai
CATD0133b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0133b/CATD0133b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0133b/CATD0133b.sample.dupmarked.bam.bai
CATD0134b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0134b/CATD0134b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0134b/CATD0134b.sample.dupmarked.bam.bai
CATD0135b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0135b/CATD0135b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0135b/CATD0135b.sample.dupmarked.bam.bai
CATD0137b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0137b/CATD0137b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0137b/CATD0137b.sample.dupmarked.bam.bai
CATD0139b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0139b/CATD0139b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0139b/CATD0139b.sample.dupmarked.bam.bai
CATD0140b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0140b/CATD0140b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0140b/CATD0140b.sample.dupmarked.bam.bai
CATD0632d	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0632d/CATD0632d.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD0632d/CATD0632d.sample.dupmarked.bam.bai
CATD186b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD186b/CATD186b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD186b/CATD186b.sample.dupmarked.bam.bai
CATD187b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD187b/CATD187b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD187b/CATD187b.sample.dupmarked.bam.bai
CATD243b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD243b/CATD243b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD243b/CATD243b.sample.dupmarked.bam.bai
CATD244b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD244b/CATD244b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD244b/CATD244b.sample.dupmarked.bam.bai
CATD245b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD245b/CATD245b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD245b/CATD245b.sample.dupmarked.bam.bai
CATD246b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD246b/CATD246b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD246b/CATD246b.sample.dupmarked.bam.bai
CATD247b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD247b/CATD247b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD247b/CATD247b.sample.dupmarked.bam.bai
CATD248b	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD248b/CATD248b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2820/CATD248b/CATD248b.sample.dupmarked.bam.bai
