	Signature A	Signature B	Signature C
CATD0507a	0.333853978856783	0.334057273446093	0.332088747697125
CATD0500a	0.313889043883425	0.36271302481412	0.323397931302455
CATD0467a	0.333837124835174	0.332481866572605	0.333681008592221
CATD0698a	0.331528478808325	0.329258344489711	0.339213176701964
CATD0480a	0.328905659057844	0.33662650811647	0.334467832825686
CATD0491a	0.332018798057274	0.333640775515077	0.334340426427649
CATD0689a	0.330607881243157	0.330572468672736	0.338819650084107
CATD0740a	0.336147569904648	0.332828204617741	0.331024225477611
CATD0701a	0.333589919520908	0.33244393315428	0.333966147324812
CATD0495a	0.332014649741626	0.332883033708888	0.335102316549485
CATD0702a	0.327770430104251	0.338310545973706	0.333919023922043
CATD0505a	0.341496217300027	0.327651298815036	0.330852483884937
CATD0482a	0.329380154336607	0.338397618776597	0.332222226886797
CATD0694a	0.328838539755527	0.336247058851002	0.334914401393471
CATD0499a	0.332313082423915	0.33296209084864	0.334724826727445
CATD0504a	0.336872122098741	0.328350546012271	0.334777331888988
CATD0700a	0.334594002292807	0.330261603096843	0.33514439461035
CATD0469a	0.330098794300128	0.335673060143735	0.334228145556137
CATD0468a	0.33376547640803	0.333183548258735	0.333050975333235
CATD0691a	0.335322427034582	0.332294040482465	0.332383532482953
CATD0479a	0.329657855727816	0.336904711595515	0.333437432676669
CATD0688a	0.333427342331953	0.334437644048433	0.332135013619614
CATD0494a	0.336063295317119	0.331805576801516	0.332131127881365
CATD0742a	0.3350955271655	0.330810394020382	0.334094078814118
CATD0746a	0.335277671720034	0.331998175714673	0.332724152565293
CATD0745a	0.332753076707913	0.336241604355908	0.331005318936179
CATD0475a	0.332406272788191	0.332792487123222	0.334801240088587
CATD0503a	0.331488088898151	0.334368741154964	0.334143169946884
CATD0743a	0.331791709392956	0.337700081676143	0.3305082089309
CATD0737a	0.331836344357901	0.3343946483813	0.333769007260799
CATD0478a	0.334245110652992	0.334687329862263	0.331067559484745
CATD0488a	0.332427226829612	0.333155507103055	0.334417266067334
CATD0697a	0.335639642468524	0.33108866574102	0.333271691790456
CATD0485a	0.330315271426231	0.333704157689614	0.335980570884155
CATD0486a	0.331483101178845	0.331851262547065	0.33666563627409
CATD0487a	0.332329209797998	0.336252851746836	0.331417938455165
CATD0744a	0.327211529719157	0.335951276282274	0.336837193998569
CATD0471a	0.332609673329711	0.337149718633596	0.330240608036693
CATD0741a	0.334925403392499	0.333852294024391	0.33122230258311
CATD0739a	0.330581614492651	0.334612711294845	0.334805674212504
CATD0738a	0.329871182553911	0.336015716684561	0.334113100761528
CATD0692a	0.335606246034932	0.331796301401402	0.332597452563666
CATD0497a	0.331652591293365	0.333200293562941	0.335147115143694
CATD0498a	0.333295267808883	0.337403292269486	0.329301439921631
CATD0699a	0.332517267183541	0.333391072573985	0.334091660242474
CATD0695a	0.333656243480604	0.33313955983331	0.333204196686087
