Query	Reference	Cosine_sim
Signature.A	SBS1	0.355603638099276
Signature.A	SBS2	0.113928036020908
Signature.A	SBS3	0.751393958516756
Signature.A	SBS4	0.444578262761127
Signature.A	SBS5	0.81691026174882
Signature.A	SBS6	0.432698723661716
Signature.A	SBS7a	0.20227090513633
Signature.A	SBS7b	0.276350905853003
Signature.A	SBS7c	0.259371475593985
Signature.A	SBS7d	0.255359299193378
Signature.A	SBS8	0.513337736105636
Signature.A	SBS9	0.565882362247909
Signature.A	SBS10a	0.112899620531128
Signature.A	SBS10b	0.268888968887232
Signature.A	SBS10c	0.394825750511087
Signature.A	SBS10d	0.195454490132906
Signature.A	SBS11	0.265146001116949
Signature.A	SBS12	0.571329176826143
Signature.A	SBS13	0.16957019044808
Signature.A	SBS14	0.250260818263143
Signature.A	SBS15	0.371266289798946
Signature.A	SBS16	0.40475250774802
Signature.A	SBS17a	0.188502372333785
Signature.A	SBS17b	0.147151472273801
Signature.A	SBS18	0.384779181055962
Signature.A	SBS19	0.261437818974397
Signature.A	SBS20	0.328763651560313
Signature.A	SBS21	0.348056236609321
Signature.A	SBS22a	0.299731964231768
Signature.A	SBS22b	0.386182329794569
Signature.A	SBS23	0.278615699084464
Signature.A	SBS24	0.426757363005641
Signature.A	SBS25	0.7085990461088
Signature.A	SBS26	0.5968855239769
Signature.A	SBS27	0.198359070991859
Signature.A	SBS28	0.175049505183091
Signature.A	SBS29	0.405967800666826
Signature.A	SBS30	0.316242831884845
Signature.A	SBS31	0.375474933694753
Signature.A	SBS32	0.362009451415295
Signature.A	SBS33	0.381779990481326
Signature.A	SBS34	0.166564010047447
Signature.A	SBS35	0.417568474149222
Signature.A	SBS36	0.279619854539969
Signature.A	SBS37	0.550421851950227
Signature.A	SBS38	0.176744552673011
Signature.A	SBS39	0.587064567085588
Signature.A	SBS40a	0.643517277089117
Signature.A	SBS40b	0.666103190087699
Signature.A	SBS40c	0.7662112968384
Signature.A	SBS41	0.485181868458452
Signature.A	SBS42	0.42747221965945
Signature.A	SBS43	0.290317149119025
Signature.A	SBS44	0.504426368733513
Signature.A	SBS45	0.214405031358138
Signature.A	SBS46	0.529520579205836
Signature.A	SBS47	0.314522288031457
Signature.A	SBS48	0.127775388224585
Signature.A	SBS49	0.126843877899697
Signature.A	SBS50	0.35768801334204
Signature.A	SBS51	0.385843317153154
Signature.A	SBS52	0.185291923499752
Signature.A	SBS53	0.220560488341368
Signature.A	SBS54	0.571779027377992
Signature.A	SBS55	0.277169315529999
Signature.A	SBS56	0.17556389230474
Signature.A	SBS57	0.429802815785885
Signature.A	SBS58	0.39989473831716
Signature.A	SBS59	0.158962860431061
Signature.A	SBS60	0.1586626665808
Signature.A	SBS84	0.323410169564837
Signature.A	SBS85	0.391055316944649
Signature.A	SBS86	0.347439050080404
Signature.A	SBS87	0.442704018231834
Signature.A	SBS88	0.333979505370611
Signature.A	SBS89	0.664220223867205
Signature.A	SBS90	0.197477747581964
Signature.A	SBS91	0.192514295451439
Signature.A	SBS92	0.678260193288761
Signature.A	SBS93	0.556864125266936
Signature.A	SBS94	0.569518386900086
Signature.A	SBS95	0.471829377103717
Signature.A	SBS96	0.679734699114916
Signature.A	SBS97	0.242671407237707
Signature.A	SBS98	0.478204085224137
Signature.A	SBS99	0.438385174557658
Signature.B	SBS1	0.361615732499676
Signature.B	SBS2	0.113358290138915
Signature.B	SBS3	0.745548375187996
Signature.B	SBS4	0.439580107836145
Signature.B	SBS5	0.815355936173471
Signature.B	SBS6	0.436541880948699
Signature.B	SBS7a	0.200681716219898
Signature.B	SBS7b	0.274694755956024
Signature.B	SBS7c	0.258172904289581
Signature.B	SBS7d	0.253299623118277
Signature.B	SBS8	0.507827230582794
Signature.B	SBS9	0.562519335143945
Signature.B	SBS10a	0.11090792873832
Signature.B	SBS10b	0.265904394745159
Signature.B	SBS10c	0.392698855589945
Signature.B	SBS10d	0.193486330123611
Signature.B	SBS11	0.262567935916543
Signature.B	SBS12	0.57169340780175
Signature.B	SBS13	0.168124532184236
Signature.B	SBS14	0.248850251442948
Signature.B	SBS15	0.374383882572058
Signature.B	SBS16	0.404196664522971
Signature.B	SBS17a	0.187205432250336
Signature.B	SBS17b	0.144647726662655
Signature.B	SBS18	0.381914578960082
Signature.B	SBS19	0.260226239444144
Signature.B	SBS20	0.3283015354781
Signature.B	SBS21	0.34592946937618
Signature.B	SBS22a	0.295964754756299
Signature.B	SBS22b	0.382462563432652
Signature.B	SBS23	0.277180583049039
Signature.B	SBS24	0.423515349121865
Signature.B	SBS25	0.705664845061012
Signature.B	SBS26	0.597896986447124
Signature.B	SBS27	0.197113911781537
Signature.B	SBS28	0.173035533859226
Signature.B	SBS29	0.403339837338032
Signature.B	SBS30	0.315822777764239
Signature.B	SBS31	0.37324641272809
Signature.B	SBS32	0.359976440399455
Signature.B	SBS33	0.385594633655552
Signature.B	SBS34	0.165371155088187
Signature.B	SBS35	0.413197765007016
Signature.B	SBS36	0.277067110338276
Signature.B	SBS37	0.548593376835314
Signature.B	SBS38	0.174738675526267
Signature.B	SBS39	0.582546103631445
Signature.B	SBS40a	0.639393864998778
Signature.B	SBS40b	0.661640711938536
Signature.B	SBS40c	0.763554637002333
Signature.B	SBS41	0.483137880099092
Signature.B	SBS42	0.424306649394523
Signature.B	SBS43	0.286167255749777
Signature.B	SBS44	0.504808108230025
Signature.B	SBS45	0.211692276492406
Signature.B	SBS46	0.529573365512117
Signature.B	SBS47	0.310892729327847
Signature.B	SBS48	0.127850240262065
Signature.B	SBS49	0.125400252782849
Signature.B	SBS50	0.354135016372163
Signature.B	SBS51	0.381218157953953
Signature.B	SBS52	0.184658088928702
Signature.B	SBS53	0.218765592609137
Signature.B	SBS54	0.576819586631633
Signature.B	SBS55	0.274028046496346
Signature.B	SBS56	0.17363804907788
Signature.B	SBS57	0.430400547802864
Signature.B	SBS58	0.397580286200365
Signature.B	SBS59	0.157611834408982
Signature.B	SBS60	0.155349629249167
Signature.B	SBS84	0.320768169854752
Signature.B	SBS85	0.389154065870148
Signature.B	SBS86	0.344910020695369
Signature.B	SBS87	0.444661323145983
Signature.B	SBS88	0.333622130657808
Signature.B	SBS89	0.658565768185605
Signature.B	SBS90	0.19527918256955
Signature.B	SBS91	0.192442925172156
Signature.B	SBS92	0.676715740903181
Signature.B	SBS93	0.552604511348242
Signature.B	SBS94	0.565939029892458
Signature.B	SBS95	0.468442662567752
Signature.B	SBS96	0.677817043757317
Signature.B	SBS97	0.24442927416324
Signature.B	SBS98	0.477337631547586
Signature.B	SBS99	0.434539736030397
Signature.C	SBS1	0.355951131214272
Signature.C	SBS2	0.114370266865347
Signature.C	SBS3	0.748002003292281
Signature.C	SBS4	0.442958699851171
Signature.C	SBS5	0.816591018922919
Signature.C	SBS6	0.433532259765588
Signature.C	SBS7a	0.203928017118571
Signature.C	SBS7b	0.277351116448704
Signature.C	SBS7c	0.256687160196774
Signature.C	SBS7d	0.253171598431318
Signature.C	SBS8	0.510121869510566
Signature.C	SBS9	0.563395096846581
Signature.C	SBS10a	0.112123628051072
Signature.C	SBS10b	0.267376051966161
Signature.C	SBS10c	0.393853204845001
Signature.C	SBS10d	0.19456489183736
Signature.C	SBS11	0.265275092915659
Signature.C	SBS12	0.570608040999439
Signature.C	SBS13	0.168399922932324
Signature.C	SBS14	0.250371894386934
Signature.C	SBS15	0.372927433214713
Signature.C	SBS16	0.405891078734123
Signature.C	SBS17a	0.186309284778342
Signature.C	SBS17b	0.146528156965078
Signature.C	SBS18	0.383593217439637
Signature.C	SBS19	0.261453488044591
Signature.C	SBS20	0.329233887792684
Signature.C	SBS21	0.343838925291583
Signature.C	SBS22a	0.296131695208337
Signature.C	SBS22b	0.383284882669501
Signature.C	SBS23	0.278112359302452
Signature.C	SBS24	0.426740144661835
Signature.C	SBS25	0.705486373312074
Signature.C	SBS26	0.59670073815418
Signature.C	SBS27	0.197002169155695
Signature.C	SBS28	0.172690489261989
Signature.C	SBS29	0.405666460932211
Signature.C	SBS30	0.317097897615747
Signature.C	SBS31	0.373768890332067
Signature.C	SBS32	0.360738239357572
Signature.C	SBS33	0.385226056097628
Signature.C	SBS34	0.165929652704299
Signature.C	SBS35	0.414753658286674
Signature.C	SBS36	0.278675567981195
Signature.C	SBS37	0.547467098434625
Signature.C	SBS38	0.176036725094475
Signature.C	SBS39	0.583896755494953
Signature.C	SBS40a	0.641877978612999
Signature.C	SBS40b	0.662667795657063
Signature.C	SBS40c	0.765144074450705
Signature.C	SBS41	0.482166892506866
Signature.C	SBS42	0.426731629477246
Signature.C	SBS43	0.288307938894625
Signature.C	SBS44	0.504979411540038
Signature.C	SBS45	0.21370579056713
Signature.C	SBS46	0.52792436347019
Signature.C	SBS47	0.31366631234116
Signature.C	SBS48	0.127515317989705
Signature.C	SBS49	0.125906143542735
Signature.C	SBS50	0.357654716648368
Signature.C	SBS51	0.382939077990523
Signature.C	SBS52	0.184487102506296
Signature.C	SBS53	0.219200711059377
Signature.C	SBS54	0.576399712629731
Signature.C	SBS55	0.275526531675716
Signature.C	SBS56	0.174739461291921
Signature.C	SBS57	0.427679266750244
Signature.C	SBS58	0.399150290845468
Signature.C	SBS59	0.159612843714827
Signature.C	SBS60	0.157204103345823
Signature.C	SBS84	0.32288220339731
Signature.C	SBS85	0.388495569580896
Signature.C	SBS86	0.345308255149717
Signature.C	SBS87	0.440563491768657
Signature.C	SBS88	0.333006189266907
Signature.C	SBS89	0.660761995196369
Signature.C	SBS90	0.194883154065601
Signature.C	SBS91	0.192109129585928
Signature.C	SBS92	0.678250585055167
Signature.C	SBS93	0.55257948467573
Signature.C	SBS94	0.56776502845798
Signature.C	SBS95	0.470812125932011
Signature.C	SBS96	0.677618374359349
Signature.C	SBS97	0.243575963608942
Signature.C	SBS98	0.476666495021813
Signature.C	SBS99	0.435146470002344
