sample	object	object_index
CATD0142b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0142b/CATD0142b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0142b/CATD0142b.sample.dupmarked.bam.bai
CATD0143b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0143b/CATD0143b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0143b/CATD0143b.sample.dupmarked.bam.bai
CATD0144b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0144b/CATD0144b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0144b/CATD0144b.sample.dupmarked.bam.bai
CATD0145b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0145b/CATD0145b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0145b/CATD0145b.sample.dupmarked.bam.bai
CATD0146b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0146b/CATD0146b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0146b/CATD0146b.sample.dupmarked.bam.bai
CATD0147b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0147b/CATD0147b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0147b/CATD0147b.sample.dupmarked.bam.bai
CATD0148b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0148b/CATD0148b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0148b/CATD0148b.sample.dupmarked.bam.bai
CATD0150b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0150b/CATD0150b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0150b/CATD0150b.sample.dupmarked.bam.bai
CATD0152b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0152b/CATD0152b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0152b/CATD0152b.sample.dupmarked.bam.bai
CATD0153b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0153b/CATD0153b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0153b/CATD0153b.sample.dupmarked.bam.bai
CATD0154b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0154b/CATD0154b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0154b/CATD0154b.sample.dupmarked.bam.bai
CATD0156b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0156b/CATD0156b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0156b/CATD0156b.sample.dupmarked.bam.bai
CATD0157b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0157b/CATD0157b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0157b/CATD0157b.sample.dupmarked.bam.bai
CATD0158b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0158b/CATD0158b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0158b/CATD0158b.sample.dupmarked.bam.bai
CATD0159b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0159b/CATD0159b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0159b/CATD0159b.sample.dupmarked.bam.bai
CATD0160b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0160b/CATD0160b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0160b/CATD0160b.sample.dupmarked.bam.bai
CATD0632b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0632b/CATD0632b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0632b/CATD0632b.sample.dupmarked.bam.bai
CATD0633b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0633b/CATD0633b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0633b/CATD0633b.sample.dupmarked.bam.bai
CATD0635b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0635b/CATD0635b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0635b/CATD0635b.sample.dupmarked.bam.bai
CATD0636b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0636b/CATD0636b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0636b/CATD0636b.sample.dupmarked.bam.bai
CATD0637b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0637b/CATD0637b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0637b/CATD0637b.sample.dupmarked.bam.bai
CATD0639b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0639b/CATD0639b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0639b/CATD0639b.sample.dupmarked.bam.bai
CATD0641b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0641b/CATD0641b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0641b/CATD0641b.sample.dupmarked.bam.bai
CATD0644b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0644b/CATD0644b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0644b/CATD0644b.sample.dupmarked.bam.bai
CATD0645b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0645b/CATD0645b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0645b/CATD0645b.sample.dupmarked.bam.bai
CATD0646b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0646b/CATD0646b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0646b/CATD0646b.sample.dupmarked.bam.bai
CATD0650b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0650b/CATD0650b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0650b/CATD0650b.sample.dupmarked.bam.bai
CATD0651b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0651b/CATD0651b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0651b/CATD0651b.sample.dupmarked.bam.bai
CATD0653b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0653b/CATD0653b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0653b/CATD0653b.sample.dupmarked.bam.bai
CATD0668b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0668b/CATD0668b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0668b/CATD0668b.sample.dupmarked.bam.bai
CATD0669b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0669b/CATD0669b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0669b/CATD0669b.sample.dupmarked.bam.bai
CATD0670b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0670b/CATD0670b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD0670b/CATD0670b.sample.dupmarked.bam.bai
CATD283b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD283b/CATD283b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD283b/CATD283b.sample.dupmarked.bam.bai
CATD284b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD284b/CATD284b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD284b/CATD284b.sample.dupmarked.bam.bai
CATD285b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD285b/CATD285b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD285b/CATD285b.sample.dupmarked.bam.bai
CATD286b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD286b/CATD286b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD286b/CATD286b.sample.dupmarked.bam.bai
CATD287b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD287b/CATD287b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD287b/CATD287b.sample.dupmarked.bam.bai
CATD289b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD289b/CATD289b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD289b/CATD289b.sample.dupmarked.bam.bai
CATD290b	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD290b/CATD290b.sample.dupmarked.bam	/lustre/scratch125/casm/team113da/users/bf14/samples/2822/CATD290b/CATD290b.sample.dupmarked.bam.bai
