	Signature A	Signature B	Signature C
CATD231a	0.334385791316689	0.332478473232447	0.333135735450864
CATD0716a	0.33317693484141	0.334036048371758	0.332787016786832
CATD217a	0.331077249377872	0.3332817686317	0.335640981990429
CATD227a	0.331909111673357	0.334023661960337	0.334067226366306
CATD0710a	0.333300208794636	0.332207615896625	0.334492175308739
CATD0717a	0.332795461813906	0.33442918450158	0.332775353684514
CATD242a	0.331645230998851	0.334604500547665	0.333750268453483
CATD0709a	0.333807182299672	0.332870581933269	0.333322235767059
CATD239a	0.333583017967254	0.33341878229009	0.332998199742656
CATD216a	0.333510937591785	0.333377186362635	0.33311187604558
CATD232a	0.333454452899348	0.333207266527288	0.333338280573365
CATD229a	0.333847226143745	0.333729770737275	0.332423003118981
CATD0712a	0.332197147791128	0.332102815639097	0.335700036569775
CATD226a	0.334004734673441	0.334536815032637	0.331458450293922
CATD0715a	0.332164223636219	0.333878002706737	0.333957773657044
CATD224a	0.333051612363369	0.334259467561854	0.332688920074777
CATD0561e	0.332859924675387	0.332662648804302	0.334477426520311
